Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,0.09025133350527316,0.09096738075606414,0.08428182304881061,0.08941517770290375,300912000,0.0,0.0
2000-01-04,0.08786301402584155,0.08810230220875961,0.08261046422156214,0.08702777326107025,300480000,0.0,0.0
2000-01-05,0.08452115630572642,0.08595325145678623,0.08296895254861703,0.08416267484426498,188352000,0.0,0.0
2000-01-06,0.08416263561607804,0.08416263561607804,0.07544812263976562,0.07867079973220825,120480000,0.0,0.0
2000-01-07,0.07831325275460882,0.08081987638150258,0.0771195307261992,0.0799846425652504,71184000,0.0,0.0
2000-01-10,0.08022302074955867,0.08595323798115921,0.07879092582302068,0.08261045813560486,239856000,0.0,0.0
2000-01-11,0.08213276960174244,0.08308811182024703,0.07926765829324722,0.07926765829324722,148128000,0.0,0.0
2000-01-12,0.07926767965130345,0.07938778824058519,0.07616419474869256,0.07723872363567352,123552000,0.0,0.0
2000-01-13,0.07711954766031733,0.08117837558807735,0.07616420505512753,0.08046141266822815,132192000,0.0,0.0
2000-01-14,0.08165601901851341,0.0872661263687984,0.08141672407747294,0.0839233472943306,604560000,0.0,0.0
2000-01-18,0.08499786986559868,0.08786298103205865,0.08117833870591507,0.08750541508197784,261648000,0.0,0.0
2000-01-19,0.08786299562087505,0.08786299562087505,0.08595322630846039,0.08666927367448807,164688000,0.0,0.0
2000-01-20,0.08738625725796416,0.09216113252199068,0.08571486716299109,0.08643091470003128,179568000,0.0,0.0
2000-01-21,0.08619162644061494,0.08655010788251796,0.08332651411646948,0.08547557890415192,544272000,0.0,0.0
2000-01-24,0.08822149798757725,0.08822149798757725,0.08117837151760103,0.08165604621171951,256944000,0.0,0.0
2000-01-25,0.0820135756259785,0.08284973145772188,0.0783132375214007,0.08093904703855515,237120000,0.0,0.0
2000-01-26,0.08093907189740847,0.08308813656324619,0.07616419690794998,0.07759629189968109,232464000,0.0,0.0
2000-01-27,0.07819315050696828,0.07819315050696828,0.07067235683916986,0.07353746891021729,458208000,0.0,0.0
2000-01-28,0.07258301687618617,0.07306068453317364,0.06852419090389882,0.07138929516077042,194448000,0.0,0.0
2000-01-31,0.07174687915871426,0.07329908255201217,0.06685281835740695,0.07079245895147324,182400000,0.0,0.0
2000-02-01,0.0709116499593884,0.07306070766932163,0.068284917610255,0.07246293127536774,92976000,0.0,0.0
2000-02-02,0.07282140018983642,0.0759258066458753,0.07246291885056831,0.07449278980493546,149040000,0.0,0.0
2000-02-03,0.07688022190963718,0.07843242503990015,0.07520883239980088,0.0756865069270134,108240000,0.0,0.0
2000-02-04,0.07807398105521546,0.07807398105521546,0.0759258381689777,0.0774771198630333,123696000,0.0,0.0
2000-02-07,0.07783558533002537,0.07783558533002537,0.07258304261094846,0.07270222902297974,217488000,0.0,0.0
2000-02-08,0.0744927743800698,0.07879089500392018,0.07258301238625695,0.07616416364908218,468816000,0.0,0.0
2000-02-09,0.0790292984469161,0.08034220684772664,0.07795476967390519,0.07807395607233047,589056000,0.0,0.0
2000-02-10,0.08284975657324549,0.09550390683962115,0.08284975657324549,0.09407089650630951,970080000,0.0,0.0
2000-02-11,0.09872656751728846,0.09884667609646158,0.08857996442951996,0.09550389647483826,423792000,0.0,0.0
2000-02-14,0.09574226781974951,0.11078385263681412,0.0947869255069402,0.11078385263681412,650112000,0.0,0.0
2000-02-15,0.11102316519901848,0.1111423516086337,0.10195016807655705,0.10648666322231293,450480000,0.0,0.0
2000-02-16,0.10768035814018563,0.11508196346211688,0.10648663632722244,0.1113806962966919,1019568000,0.0,0.0
2000-02-17,0.11126153493408812,0.1160373249448936,0.10959014504929554,0.1153203621506691,535776000,0.0,0.0
2000-02-18,0.11364897079523338,0.1303628625959281,0.11281373695273428,0.12869147956371307,960864000,0.0,0.0
2000-02-22,0.12463265868237622,0.12630312645158256,0.1203345294829953,0.12510940432548523,542496000,0.0,0.0
2000-02-23,0.1236772572290954,0.12713922207496703,0.12212506117788959,0.12582631409168243,511392000,0.0,0.0
2000-02-24,0.12654241857712206,0.12737765239766694,0.11937918468455909,0.12463264912366867,244320000,0.0,0.0
2000-02-25,0.1247517982092899,0.1247517982092899,0.11173917176179976,0.11687251925468445,278736000,0.0,0.0
2000-02-28,0.11627568941587171,0.11746941141160278,0.11412663871277838,0.11603731662034988,517872000,0.0,0.0
2000-02-29,0.115320351825101,0.12367729366984948,0.115320351825101,0.12224428355693817,306048000,0.0,0.0
2000-03-01,0.12224426912841715,0.12224426912841715,0.11675334815758606,0.11866311728954315,383568000,0.0,0.0
2000-03-02,0.11961846866969976,0.11961846866969976,0.11030710650654724,0.11066466569900513,191040000,0.0,0.0
2000-03-03,0.11078383704999364,0.11364894140725591,0.1098294102185771,0.11245522648096085,273696000,0.0,0.0
2000-03-06,0.11317220594898743,0.12176753396381515,0.1107838535624823,0.11173919588327408,432096000,0.0,0.0
2000-03-07,0.1432554130121255,0.16665394559676142,0.13704752725656444,0.1591331511735916,1952208000,0.0,0.0
2000-03-08,0.15904328379011878,0.1618790430785588,0.14755350418444127,0.16044603288173676,668736000,0.0,0.0
2000-03-09,0.16235576387193226,0.2062877057194782,0.16187900471255295,0.1915743499994278,952944000,0.0,0.0
2000-03-10,0.20151292119694375,0.27696015633279353,0.20007991070783437,0.22538821399211884,2161200000,0.0,0.0
2000-03-13,0.20437794999364123,0.2865107094577886,0.20246726563355577,0.28507861495018005,2415168000,0.0,0.0
2000-03-14,0.2835264497885562,0.2835264497885562,0.20628773788871846,0.21034656465053558,1567776000,0.0,0.0
2000-03-15,0.22541840732272234,0.23123848482109616,0.19482731558079797,0.201751247048378,995616000,0.0,0.0
2000-03-16,0.20819752417523243,0.2153607581301265,0.17692062947864393,0.17987467348575592,750384000,0.0,0.0
2000-03-17,0.1757269098397012,0.2043779858058797,0.17569664873642157,0.19076849520206451,557616000,0.0,0.0
2000-03-20,0.19828926407127195,0.2046163340241844,0.1845605887210539,0.19064928591251373,365280000,0.0,0.0
2000-03-21,0.1910068239542199,0.1926782064646396,0.1661762077555391,0.18121778964996338,536640000,0.0,0.0
2000-03-22,0.18265081140780381,0.18814173209331506,0.1795464052565295,0.18253162503242493,230592000,0.0,0.0
2000-03-23,0.18086023908445123,0.1957826364429135,0.180501764590841,0.18575429916381836,309408000,0.0,0.0
2000-03-24,0.18456061762658393,0.1929175597345086,0.1719064620769935,0.17799516022205353,231600000,0.0,0.0
