Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,0.7863275670264424,0.8434976871973275,0.76242828820124,0.8392804265022278,535796800,0.0,0.0
2000-01-04,0.8116326279271748,0.8294395147746263,0.7586797622371967,0.7685207724571228,512377600,0.0,0.0
2000-01-05,0.777892405502253,0.8289709930585776,0.7722694568176713,0.7797667384147644,778321600,0.0,0.0
2000-01-06,0.7957000884976456,0.8022602282004527,0.7122869491577148,0.7122869491577148,767972800,0.0,0.0
2000-01-07,0.7235338521994007,0.7572741495918363,0.7160365700398131,0.7460273504257202,460734400,0.0,0.0
2000-01-10,0.7647713959822849,0.7666457290704283,0.7104127833016536,0.7329062819480896,505064000,0.0,0.0
2000-01-11,0.7193165681209445,0.7450901340882994,0.6785475884403069,0.6954172849655151,441548800,0.0,0.0
2000-01-12,0.7122870205874111,0.7160365374231427,0.6485559457121263,0.653711199760437,976068800,0.0,0.0
2000-01-13,0.7084208059833907,0.740403491261299,0.6935429663469469,0.7254080772399902,1032684800,0.0,0.0
2000-01-14,0.7497760385256035,0.7666457372400635,0.7450902307817903,0.7530561089515686,390376000,0.0,0.0
2000-01-18,0.7572741444537661,0.7947630576451566,0.7530560817522902,0.7792982459068298,459177600,0.0,0.0
2000-01-19,0.7919506991116363,0.8153813877527537,0.7750809516585904,0.7989802360534668,597643200,0.0,0.0
2000-01-20,0.8659913212565362,0.9109775115778158,0.8509959578514099,0.8509959578514099,1831132800,0.0,0.0
2000-01-21,0.8566189971768563,0.8566189971768563,0.8261595713077537,0.8345948457717896,495924800,0.0,0.0
2000-01-24,0.8130386404001158,0.8453723552575596,0.7882022090104529,0.7966375350952148,440876800,0.0,0.0
2000-01-25,0.7872648213208211,0.8481844661908706,0.7675836012113953,0.8416234254837036,497145600,0.0,0.0
2000-01-26,0.8247537401333249,0.8561503039167713,0.8228794573678758,0.8261594772338867,367158400,0.0,0.0
2000-01-27,0.8158498328805613,0.8472472461005454,0.8022602073261206,0.8247537016868591,340144000,0.0,0.0
2000-01-28,0.8111641555371901,0.8313139225962055,0.7544625691830532,0.7619598507881165,423348800,0.0,0.0
2000-01-31,0.7572740398651167,0.7788295425677626,0.7085383343149059,0.7778923511505127,701680000,0.0,0.0
2000-02-01,0.7797667083888359,0.7872648405973963,0.7497759314078642,0.7516502141952515,318035200,0.0,0.0
2000-02-02,0.7553998150129182,0.7657085717049097,0.7272824667837268,0.7408721446990967,464195200,0.0,0.0
2000-02-03,0.7521188789672585,0.7816419638884013,0.7516502832009166,0.7746124267578125,475193600,0.0,0.0
2000-02-04,0.7792981997086326,0.8247537889346915,0.7769552710337632,0.8097584247589111,425320000,0.0,0.0
2000-02-07,0.8097582575305567,0.8566187734156442,0.7942942507498297,0.8552129864692688,441067200,0.0,0.0
2000-02-08,0.8547447899746548,0.8706773497915193,0.8341264716934574,0.861305832862854,408643200,0.0,0.0
2000-02-09,0.855681714817703,0.8781752104009806,0.8430292299146291,0.844434916973114,299364800,0.0,0.0
2000-02-10,0.8463101007424907,0.8538074320744011,0.8247537465482615,0.8509959578514099,302982400,0.0,0.0
2000-02-11,0.8519330664740716,0.8556817322160868,0.811632682391072,0.8153813481330872,212251200,0.0,0.0
2000-02-14,0.819598687536584,0.8688029487742861,0.8144442838496714,0.8683343529701233,367539200,0.0,0.0
2000-02-15,0.8641171043741652,0.8992630875422613,0.8636485086169481,0.8922335505485535,485744000,0.0,0.0
2000-02-16,0.882860824178105,0.8856730984730706,0.8406861197056991,0.8556814789772034,378246400,0.0,0.0
2000-02-17,0.8636487120950203,0.8659915913271866,0.8481847481457754,0.861305832862854,289497600,0.0,0.0
2000-02-18,0.8594313273699622,0.8650542767711855,0.8313140276629422,0.834126353263855,233441600,0.0,0.0
2000-02-22,0.8256909968942068,0.8767695859269417,0.7999173794739072,0.853338897228241,422296000,0.0,0.0
2000-02-23,0.8490042322749644,0.8922336733922733,0.8322512058800399,0.8716144561767578,473099200,0.0,0.0
