Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-02-02,89.26187169113464,89.87393053263546,88.68930051682743,89.12366485595703,6205900,0.0,0.0,0.0
2000-02-03,89.00517381512405,90.50570469576944,88.45234664857048,90.46621704101562,7997500,0.0,0.0,0.0
2000-02-04,90.46621241288412,90.97955189842209,89.79492231641139,90.09107971191406,4925400,0.0,0.0,0.0
2000-02-07,90.07132854913806,90.20953532244889,89.36055085782527,89.95286560058594,5845800,0.0,0.0,0.0
2000-02-08,90.95983505744654,91.33496786970863,90.742652902979,91.17701721191406,4936400,0.0,0.0,0.0
2000-02-09,91.2757267537462,91.2757267537462,89.25198416402978,89.26185607910156,8511500,0.0,0.0,0.0
2000-02-10,89.47900180437708,90.07131646768937,89.00515007372724,89.43951416015625,6690600,0.0,0.0,0.0
2000-02-11,89.61726573309741,89.6764972372171,87.20851789889652,87.62313842773438,9849800,0.0,0.0,0.0
2000-02-14,88.31414618030672,88.31414618030672,87.38618622714901,88.1364517211914,8528800,0.0,0.0,0.0
2000-02-15,87.97847783714715,89.2223387221876,87.06039004104586,89.13349151611328,11078300,0.0,0.0,0.0
2000-02-16,88.68929287341001,89.0446818475243,87.69222936270047,87.82056427001953,8845400,0.0,0.0,0.0
2000-02-17,88.72877946239406,88.72877946239406,87.32696741481286,87.366455078125,7584200,0.0,0.0,0.0
2000-02-18,87.7415724756536,87.7415724756536,85.05641184183521,85.49077606201172,9409200,0.0,0.0,0.0
2000-02-22,85.41175867015771,86.14227995328203,84.36533629162827,85.27355194091797,16415400,0.0,0.0,0.0
2000-02-23,85.6882179661801,86.85310387862357,84.97744012129935,86.28053283691406,12119000,0.0,0.0,0.0
2000-02-24,86.35949223824385,86.57667431748955,84.08895231885701,84.54306030273438,17375000,0.0,0.0,0.0
2000-02-25,85.41181856926784,86.37926635241489,84.1087256368657,84.237060546875,10559900,0.0,0.0,0.0
2000-02-28,84.26664795538392,86.3594934763002,83.85202761633447,86.00410461425781,13397800,0.0,0.0,0.0
2000-02-29,85.96466806575677,86.83339691162111,85.7672296916967,86.8333969116211,8242500,0.0,0.0,0.0
2000-03-01,86.95183220512442,87.82056077393129,86.6951624007042,87.46517181396484,6868000,0.0,0.0,0.0
2000-03-02,87.62307976417877,87.89949326501214,86.77409544019056,87.52436065673828,7600200,0.0,0.0,0.0
2000-03-03,88.72874469942916,89.53824148017605,88.27463674925406,89.1631088256836,12770300,0.0,0.0,0.0
2000-03-06,88.96567019836208,89.30131520354897,87.66257782528353,88.29438018798828,11967100,0.0,0.0,0.0
2000-03-07,88.45234717926975,88.55106631674661,85.43154157247773,86.58655548095703,20062000,0.0,0.0,0.0
2000-03-08,86.2213117590778,87.09004034103324,85.3130955143062,86.47798156738281,11808500,0.0,0.0,0.0
2000-03-09,86.7148962147805,89.00518035888672,86.00411837695442,89.00518035888672,5500900,0.0,0.0,0.0
2000-03-10,88.57084448182296,89.71598692050904,88.156223943678,88.53135681152344,7924600,0.0,0.0,0.0
2000-03-13,86.3595073609637,88.74851065101323,85.72770483797541,87.56388092041016,10540500,0.0,0.0,0.0
2000-03-14,87.99824809068295,88.51158765773651,86.02386514047691,86.32002258300781,8263900,0.0,0.0,0.0
2000-03-15,86.47798032594356,88.72877707415306,85.9646407167028,88.33390045166016,10300800,0.0,0.0,0.0
2000-03-16,89.47902451196899,92.77624364116114,89.00517266106712,92.46034240722656,25601400,0.0,0.0,0.0
2000-03-17,92.35885723962625,93.74443803833475,92.12132910270479,93.07144165039062,10272900,0.371,0.0,0.0
2000-03-20,93.0318427116456,93.32875284795936,91.70564410277746,92.59637451171875,12502300,0.0,0.0,0.0
2000-03-21,92.18070572052832,94.85289710388055,91.52750338237556,94.4966049194336,13612600,0.0,0.0,0.0
2000-03-22,94.73409674233653,95.54565085149571,94.1798646677888,95.07059478759766,8260000,0.0,0.0,0.0
2000-03-23,94.47678931557412,97.2083621053393,94.47678931557412,96.69371795654297,11654500,0.0,0.0,0.0
2000-03-24,96.83232340892253,98.65337282707888,96.09994483857704,97.26779174804688,11462900,0.0,0.0,0.0
2000-03-27,97.14901950574128,97.40634168454622,96.15931881802997,96.23849487304688,8798600,0.0,0.0,0.0
2000-03-28,95.80302158366761,96.90158928984397,95.38734731646575,95.68425750732422,6334400,0.0,0.0,0.0
2000-03-29,96.00094485613008,96.58486812896633,94.79351029196019,95.78321075439453,6747500,0.0,0.0,0.0
2000-03-30,95.11018878925543,96.22855001019049,93.190170409951,94.17987060546875,9491900,0.0,0.0,0.0
2000-03-31,94.77366990163142,96.47595386394143,94.02149791828515,95.24872589111328,9249100,0.0,0.0,0.0
2000-04-03,95.09037923261154,95.80296325683594,94.17985520165814,95.80296325683594,8508200,0.0,0.0,0.0
2000-04-04,96.11972752300329,96.91148804625703,89.55801218653798,95.09043884277344,19585500,0.0,0.0,0.0
2000-04-05,93.66525648905734,95.52589345228037,93.50690440708091,94.4966049194336,8387200,0.0,0.0,0.0
2000-04-06,95.16962197824326,96.08014664775224,94.37786139606153,95.31807708740234,6378500,0.0,0.0,0.0
2000-04-07,96.00096713202677,96.35725938117656,95.3279706614105,95.92179107666016,6023600,0.0,0.0,0.0
2000-04-10,96.1196880700155,96.98072728563446,95.20916384200464,95.54566192626953,9624200,0.0,0.0,0.0
2000-04-11,95.01120977284828,96.0404978787208,93.98192166697575,95.2685317993164,9006400,0.0,0.0,0.0
2000-04-12,95.24875352546155,95.74360365807513,92.57656280934823,92.6557388305664,10779200,0.0,0.0,0.0
2000-04-13,93.40796244041138,93.84343079677694,91.07226852899615,91.36917877197266,12225800,0.0,0.0,0.0
2000-04-14,90.33985393187578,90.4586179817424,84.5600035050336,86.14352416992188,29604000,0.0,0.0,0.0
2000-04-17,85.62888787440679,89.15222167968751,85.31218371213436,89.1522216796875,23918200,0.0,0.0,0.0
2000-04-18,89.03340996856326,91.50765991210938,88.53855997985404,91.50765991210938,11069200,0.0,0.0,0.0
2000-04-19,91.52749151371451,91.92337166732054,90.28046902985551,90.65655517578125,6553700,0.0,0.0,0.0
2000-04-20,90.93365084280505,91.17117888157598,90.18147872003044,91.09200286865234,8537600,0.0,0.0,0.0
2000-04-24,89.62729200956483,90.77534477823858,88.99388358546896,90.10234832763672,12893100,0.0,0.0,0.0
2000-04-25,91.60670576435533,93.84342956542969,91.48794166872305,93.84342956542969,14102000,0.0,0.0,0.0
2000-04-26,93.72464702962239,94.21949733072917,92.47762427083333,92.78443145751953,7711100,0.0,0.0,0.0
2000-04-27,90.57737543811537,93.3287423930756,90.57737543811537,92.47760009765625,15595300,0.0,0.0,0.0
2000-04-28,93.11105285552512,93.65538830482932,91.88382384254838,91.90361785888672,8743400,0.0,0.0,0.0
2000-05-01,92.83391531811742,94.05124704350425,92.37865304683454,93.15061950683594,7328300,0.0,0.0,0.0
2000-05-02,92.16089910025816,93.19018749227136,91.28996276855469,91.28996276855469,9411900,0.0,0.0,0.0
2000-05-03,91.21079873445827,91.21079873445827,88.53860736528469,89.1522216796875,12630700,0.0,0.0,0.0
2000-05-04,89.94398226176868,90.17161337884842,89.1522218545348,89.8252182006836,5963600,0.0,0.0,0.0
2000-05-05,89.35011526050066,91.21075124510125,89.27093926115595,90.9138412475586,7862400,0.0,0.0,0.0
2000-05-08,90.41903827445896,90.81491847706165,89.84501198068502,90.23099517822266,5064100,0.0,0.0,0.0
2000-05-09,90.6169944267155,90.83472857671416,88.84543020627184,89.50852966308594,5620300,0.0,0.0,0.0
2000-05-10,88.99386185175692,89.2907719780417,87.25198911088624,87.48951721191406,10293900,0.0,0.0,0.0
2000-05-11,88.75636048159804,89.6272971143345,88.12295202142606,89.48873901367188,7091100,0.0,0.0,0.0
2000-05-12,89.82520989683054,90.87429233943345,89.70644584672455,90.4586181640625,5960800,0.0,0.0,0.0
2000-05-15,90.41901679807233,92.23016829479378,89.94396066778474,92.02233123779297,4441300,0.0,0.0,0.0
2000-05-16,92.83393276362507,93.56631133766646,92.04217214303978,92.9131088256836,8192200,0.0,0.0,0.0
2000-05-17,92.27965146691987,92.59635554745842,91.50768527060715,91.94315338134766,5907200,0.0,0.0,0.0
2000-05-18,92.24010274632661,92.67557104255391,90.81493377685547,90.81493377685547,4325600,0.0,0.0,0.0
2000-05-19,90.30027977104626,90.72585101503519,88.93449298801202,89.38975524902344,6518400,0.0,0.0,0.0
2000-05-22,89.46889268772136,89.6074507073705,86.77690830596693,88.71672058105469,10839400,0.0,0.0,0.0
2000-05-23,88.9542409233425,89.19176893648894,87.13319282255311,87.41030883789062,7979200,0.0,0.0,0.0
2000-05-24,87.41030410521807,89.11258810726716,86.46019210407441,88.8354721069336,11081500,0.0,0.0,0.0
2000-05-25,89.11262560982576,89.8252099105707,87.23219481619327,87.31137084960938,8278900,0.0,0.0,0.0
2000-05-26,87.92495286637458,88.47918489704962,86.98473781433658,87.41030883789062,4814000,0.0,0.0,0.0
2000-05-30,88.6771529348273,90.53778962587056,88.3406548098514,90.26067352294922,5362700,0.0,0.0,0.0
2000-05-31,90.30026609725451,91.21079048140044,90.00335597198954,90.4586181640625,6056500,0.0,0.0,0.0
2000-06-01,91.01280346614058,92.12126736220493,90.57733550697245,92.0420913696289,8961600,0.0,0.0,0.0
2000-06-02,94.3382139623203,94.43718397277175,93.41779286512184,93.64542388916016,8962200,0.0,0.0,0.0
2000-06-05,93.40793491969599,93.88299116849292,93.03184872273175,93.19020080566406,6998100,0.0,0.0,0.0
2000-06-06,92.87349091976061,93.60586925821566,92.41822870936963,92.77452087402344,4858900,0.0,0.0,0.0
2000-06-07,92.87349613875527,93.74443259018435,92.47761593356023,93.41783142089844,4919500,0.0,0.0,0.0
2000-06-08,93.42772191089661,93.58607398193203,92.51719750244295,93.0516357421875,5723100,0.0,0.0,0.0
2000-06-09,93.42771733043494,93.7246274490698,92.24007685589552,92.85369110107422,3085300,0.0,0.0,0.0
2000-06-12,93.0912053517168,93.0912053517168,91.76500701904297,91.76500701904297,3678900,0.0,0.0,0.0
2000-06-13,91.72545445927013,93.58609164510771,91.60669038357837,93.48712158203125,6558700,0.0,0.0,0.0
2000-06-14,93.90274591633393,94.29862595813972,93.22974984526408,93.64542388916016,6420500,0.0,0.0,0.0
2000-06-15,93.82363554949097,94.2195158682652,93.01208089600382,93.84342956542969,5881200,0.0,0.0,0.0
2000-06-16,94.16353734849334,94.16353734849334,92.6159697308822,93.07230377197266,5567900,0.348,0.0,0.0
2000-06-19,92.99294200873932,94.69923452266114,92.85405773435033,94.26274108886719,5106900,0.0,0.0,0.0
2000-06-20,94.08417807523841,94.52067152054741,93.33023485152289,93.92545318603516,6480000,0.0,0.0,0.0
2000-06-21,93.29053162278912,94.24288073335778,93.26077071308384,93.88574981689453,3115000,0.0,0.0,0.0
2000-06-22,93.68737045419063,93.76673290269058,92.06044025994166,92.4572525024414,7490500,0.0,0.0,0.0
2000-06-23,92.57627266227425,92.7746787331321,91.34615502295556,91.66360473632812,4863300,0.0,0.0,0.0
2000-06-26,92.29852988162297,92.85406703482276,91.98108007979451,92.84414672851562,5201300,0.0,0.0,0.0
2000-06-27,92.68542131191947,93.15167570576088,92.0703623242989,92.1596450805664,4159500,0.0,0.0,0.0
2000-06-28,92.4572685113942,93.32033528827095,92.25886235579036,92.41758728027344,5347700,0.0,0.0,0.0
2000-06-29,91.90174018453095,92.53663994400958,91.11803579392452,91.54460906982422,6345700,0.0,0.0,0.0
2000-06-30,91.38582948326525,92.43738158109701,91.35606857483606,92.23897552490234,7420200,0.0,0.0,0.0
2000-07-03,92.33823081537996,93.6080302937178,92.17950588058773,93.50882720947266,1436600,0.0,0.0,0.0
2000-07-05,92.93340834318407,93.11197381608942,91.66360942474603,91.82233428955078,2748200,0.0,0.0,0.0
2000-07-06,92.02078790484734,92.99297820397143,91.5644536828095,92.5366439819336,5963200,0.0,0.0,0.0
2000-07-07,93.13183068273239,94.46115165753918,92.85406212083245,94.024658203125,3034800,0.0,0.0,0.0
2000-07-10,93.8857616294743,94.54050172536878,93.66751493084281,93.86592102050781,2816100,0.0,0.0,0.0
2000-07-11,93.62786801508574,94.67942067556456,93.42946185273125,94.06436157226562,5431600,0.0,0.0,0.0
2000-07-12,94.77859300260073,95.31428946713291,94.40162141644845,94.67938995361328,5883000,0.0,0.0,0.0
2000-07-13,95.22503333566284,95.47304102744236,94.71909764443264,95.0960693359375,5356000,0.0,0.0,0.0
2000-07-14,95.51268576314627,96.0285415649414,95.02659087299315,96.0285415649414,5341900,0.0,0.0,0.0
2000-07-17,95.85989933692856,96.49479880475052,95.67141355741893,95.86981964111328,4208300,0.0,0.0,0.0
2000-07-18,95.63173736428992,95.63173736428992,94.8182723784111,95.08612060546875,4262100,0.0,0.0,0.0
2000-07-19,94.89764334967921,95.1754119064209,94.12385951304165,94.322265625,8506800,0.0,0.0,0.0
2000-07-20,94.60004016670447,95.63175201416014,94.48099649199806,95.63175201416016,4538900,0.0,0.0,0.0
2000-07-21,95.07620390360505,95.07620390360505,93.7667236328125,93.7667236328125,5656900,0.0,0.0,0.0
2000-07-24,94.04447530781773,94.51072956303582,93.0524449775665,93.23101043701172,5628500,0.0,0.0,0.0
2000-07-25,93.80640930253468,93.86593113584847,93.19135035829217,93.52864074707031,4757100,0.0,0.0,0.0
2000-07-26,93.31041120154897,93.42945489009018,92.46718507438209,92.6159896850586,12062500,0.0,0.0,0.0
2000-07-27,92.6556462905372,93.09213969918642,91.862021911175,92.29851531982422,7652600,0.0,0.0,0.0
2000-07-28,92.51676655004437,92.63581021277228,89.84820444389362,90.21525573730469,6229500,0.0,0.0,0.0
2000-07-31,90.75095293405172,91.50489613726423,90.19541583694777,90.79063415527344,5265500,0.0,0.0,0.0
2000-08-01,91.18745887020584,91.88188033679792,90.87000905690661,91.34618377685547,3946600,0.0,0.0,0.0
2000-08-02,91.34619422254693,92.31838438694848,91.18746929774667,91.80252838134766,7439800,0.0,0.0,0.0
2000-08-03,90.71123033512507,92.57624688182274,90.55250552264016,92.43736267089844,4607100,0.0,0.0,0.0
2000-08-04,92.89376755803187,93.15169557560009,92.31838967268737,92.9334487915039,3686600,0.0,0.0,0.0
2000-08-07,93.15167470521564,94.24290838120858,92.93342797001705,94.04450225830078,4159800,0.0,0.0,0.0
2000-08-08,93.64766066792934,94.48096612302533,93.64766066792934,94.40160369873047,3658700,0.0,0.0,0.0
2000-08-09,94.68932271458529,94.73892424560393,93.56832811356401,93.6080093383789,5383800,0.0,0.0,0.0
2000-08-10,93.667535941517,93.8758623823952,92.8739114048382,93.15167999267578,4193400,0.0,0.0,0.0
2000-08-11,93.09220311397563,93.96519052595664,92.4176219319903,93.58821868896484,5089400,0.0,0.0,0.0
2000-08-14,93.82622302244816,94.95713753128291,93.36988909783062,94.77857208251953,2966700,0.0,0.0,0.0
2000-08-15,94.81827767190508,95.11588682969511,94.32226240892169,94.69923400878906,5564600,0.0,0.0,0.0
2000-08-16,94.79843188414964,95.19524407286521,93.86592324066804,94.3619384765625,5191600,0.0,0.0,0.0
2000-08-17,94.40160143181923,95.51267534526646,94.18335477024924,95.35395050048828,5652200,0.0,0.0,0.0
2000-08-18,95.47299233836769,95.47299233836769,94.73888994507601,95.0364990234375,4626400,0.0,0.0,0.0
2000-08-21,95.25477425521393,95.69126770108244,94.85796203169711,95.55238342285156,2380600,0.0,0.0,0.0
2000-08-22,95.59203703589924,96.06821156658864,95.29442795421835,95.39363098144531,3075300,0.0,0.0,0.0
2000-08-23,95.1158745613359,96.04838313546664,94.77858422601201,95.77061462402344,5483200,0.0,0.0,0.0
2000-08-24,95.96904187239876,96.18728860810195,95.552389013329,96.06824493408203,4529000,0.0,0.0,0.0
2000-08-25,95.96901974165735,96.26662885807762,95.8301354873279,96.0285415649414,2822200,0.0,0.0,0.0
2000-08-28,96.02857924533727,97.08013186930481,96.02857924533727,96.35594940185547,5518700,0.0,0.0,0.0
2000-08-29,96.14760353610617,96.4253720977045,95.81031313987963,96.37577056884766,3561900,0.0,0.0,0.0
2000-08-30,96.06822966102055,96.18727331611476,95.45317077636717,95.45317077636719,3964800,0.0,0.0,0.0
2000-08-31,95.90948138897235,97.19912067119891,95.81027836726261,96.72294616699219,4863100,0.0,0.0,0.0
2000-09-01,97.29837169959897,97.5166184550426,96.50474713434939,96.82219696044922,3191200,0.0,0.0,0.0
2000-09-05,96.42536484045176,96.63369124597126,95.75078409876959,96.04839324951172,3470800,0.0,0.0,0.0
2000-09-06,95.98888811046889,96.47498314120608,94.93733559499663,94.9571762084961,4322200,0.0,0.0,0.0
2000-09-07,95.3936430727791,95.91941918372515,95.12579486531601,95.77061462402344,4265500,0.0,0.0,0.0
2000-09-08,95.41348436568049,95.55236862239909,94.80834581854943,95.11587524414062,3518200,0.0,0.0,0.0
2000-09-11,95.07619278531048,95.98886074610436,94.40161211863673,94.97698974609375,3937500,0.0,0.0,0.0
2000-09-12,95.07620959811742,95.39365937974719,94.24290392133925,94.28258514404297,4769100,0.0,0.0,0.0
2000-09-13,93.96514402580281,94.81829039259114,93.74689728081044,94.53060150146484,7691600,0.0,0.0,0.0
2000-09-14,95.15554129242139,95.19522250230146,94.06430802071931,95.0067367553711,3397100,0.0,0.0,0.0
2000-09-15,94.32053927199482,94.36032018269579,92.92820739746094,92.92820739746094,4085700,0.375,0.0,0.0
2000-09-18,93.16691228405502,93.54483101449844,91.78452534901191,92.07293701171875,5109300,0.0,0.0,0.0
2000-09-19,92.37129802373103,93.12713551832658,92.10277680854577,92.90834045410156,6588200,0.0,0.0,0.0
2000-09-20,92.72934428930515,92.94813939595086,91.11821668582301,92.22213745117188,6508100,0.0,0.0,0.0
2000-09-21,91.95361113579608,92.6497773459957,90.780073810031,90.81985473632812,5972300,0.0,0.0,0.0
2000-09-22,90.78001485534523,92.49059357523123,90.65072692884222,92.470703125,7791300,0.0,0.0,0.0
2000-09-25,92.88846954729156,92.96803140557617,91.47624656273959,91.81438446044922,9726300,0.0,0.0,0.0
2000-09-26,91.89391456990748,92.29172372388976,90.64081573486328,90.64081573486328,5302400,0.0,0.0,0.0
2000-09-27,91.37676290142774,91.63533885217187,90.46180184494848,91.1181869506836,7186200,0.0,0.0,0.0
2000-09-28,91.13807859420777,93.13706962404581,90.94911924312855,92.2917251586914,7036400,0.0,0.0,0.0
2000-09-29,92.59009449247489,92.90834186344794,91.41655731201172,91.41655731201172,9333600,0.0,0.0,0.0
2000-10-02,91.83426787421777,92.23207713509807,91.10826597311122,91.55580139160156,5517800,0.0,0.0,0.0
2000-10-03,91.99337269130507,92.76910059075607,90.56125964616474,90.70049285888672,9347200,0.0,0.0,0.0
2000-10-04,90.93916983187535,91.81434994399314,90.22311337650625,91.4563217163086,6148900,0.0,0.0,0.0
2000-10-05,91.27733558816831,92.1922968950011,91.21766419859226,91.77459716796875,4566900,0.0,0.0,0.0
2000-10-06,91.57568692675089,92.06300324510566,88.95014594622718,89.7855453491211,10014900,0.0,0.0,0.0
2000-10-09,89.94468297958375,89.94468297958375,88.71147414616176,89.10928344726562,4508000,0.0,0.0,0.0
2000-10-10,89.16893267707289,89.90487970117543,87.63736724853516,87.63736724853516,6104700,0.0,0.0,0.0
2000-10-11,87.59757131907017,88.23406593355932,86.00633478284728,86.90140533447266,10346000,0.0,0.0,0.0
2000-10-12,87.37878362449682,87.5776882082084,84.51455761905008,84.73335266113281,12336900,0.0,0.0,0.0
2000-10-13,84.61402711430661,87.61748693900344,84.5742461894762,87.55781555175781,11778800,0.0,0.0,0.0
2000-10-16,87.45829758974072,87.98539444808236,87.00081729759516,87.95555877685547,5659000,0.0,0.0,0.0
2000-10-17,88.11469709718382,88.19425890043183,85.54882894243512,85.76762390136719,7831700,0.0,0.0,0.0
2000-10-18,84.41509810861486,86.6428292556848,82.84375203166373,85.44940185546875,10897300,0.0,0.0,0.0
2000-10-19,87.10035267278398,88.76120662304146,86.84177660867205,88.67169952392578,8767300,0.0,0.0,0.0
2000-10-20,88.07496605234698,89.8651076387768,88.07496605234698,89.04959869384766,7373500,0.0,0.0,0.0
2000-10-23,89.06949939010991,89.76566564260071,88.43300453068973,89.44741821289062,5290000,0.0,0.0,0.0
2000-10-24,89.72584224894779,90.34244635218818,88.47274358752378,88.85066223144531,5750700,0.0,0.0,0.0
2000-10-25,88.31363998056278,88.83079192639491,86.64284138633592,86.7621841430664,9137600,0.0,0.0,0.0
2000-10-26,87.27933618365002,87.61747399475348,85.31018069545918,87.00086975097656,9345800,0.0,0.0,0.0
2000-10-27,87.75670848535748,88.65177917480469,86.96109009473774,88.65177917480469,9762900,0.0,0.0,0.0
2000-10-30,88.11475710097965,89.80544657131448,87.93574292176773,89.44741821289062,10154100,0.0,0.0,0.0
2000-10-31,89.75569084702013,91.45632498938473,89.1490318839544,90.98889923095703,7752400,0.0,0.0,0.0
2000-11-01,90.54138504901877,91.1778798472544,89.88499978833828,90.68061828613281,6753600,0.0,0.0,0.0
2000-11-02,91.11814631097981,91.59551708405633,90.71039210897696,90.8297348022461,11395100,0.0,0.0,0.0
2000-11-03,91.31711441110171,91.49612857570635,90.62094821541699,90.87952423095703,5187100,0.0,0.0,0.0
2000-11-06,91.11819726968427,91.84419905976144,91.03863542967582,91.51600646972656,4042500,0.0,0.0,0.0
2000-11-07,91.10825266547825,91.65524031929348,90.74027915291164,91.4961166381836,5231300,0.0,0.0,0.0
2000-11-08,91.69497748171821,91.69497748171821,89.46724700927734,89.46724700927734,6123300,0.0,0.0,0.0
2000-11-09,89.10923704774325,89.88496478097137,87.35887703430544,89.1291275024414,10635300,0.0,0.0,0.0
2000-11-10,88.4727495059112,88.77110635001837,86.90140346028014,86.96107482910156,8569500,0.0,0.0,0.0
2000-11-13,86.32457094733316,87.18980570222003,84.66371802703308,86.2847900390625,17285300,0.0,0.0,0.0
2000-11-14,87.4981506892613,88.87059269825403,87.1997937307846,88.5523452758789,7668900,0.0,0.0,0.0
2000-11-15,88.51257073094479,89.17890131959348,87.67717118696733,88.83081817626953,8837700,0.0,0.0,0.0
2000-11-16,88.20424400621158,89.02969808812787,87.39868038410052,87.43846130371094,6684100,0.0,0.0,0.0
2000-11-17,87.39869138740553,88.47277635211192,86.40416827193664,86.9710464477539,6551100,0.0,0.0,0.0
2000-11-20,86.4041195756598,86.80192859764719,85.48915882508882,85.72784423828125,5458500,0.0,0.0,0.0
2000-11-21,85.84719616862655,86.68259520455851,84.98196145283988,86.16544342041016,7684300,0.0,0.0,0.0
2000-11-22,85.5090657072145,85.84720344087876,84.09684340779319,84.1067886352539,5736900,0.0,0.0,0.0
2000-11-24,85.05157339155743,85.9068628339889,85.05157339155743,85.82730102539062,3411600,0.0,0.0,0.0
2000-11-27,86.86163445579412,87.00086766879859,86.12568747277044,86.58316802978516,5992000,0.0,0.0,0.0
2000-11-28,86.00634601552,86.94119760264522,85.06154919874452,85.09138488769531,5336100,0.0,0.0,0.0
2000-11-29,85.52893395167044,86.50356598972436,84.82282298532526,84.93222045898438,6914100,0.0,0.0,0.0
2000-11-30,84.33553752002494,84.9720321428176,82.58517730734519,84.19630432128906,11201600,0.0,0.0,0.0
2000-12-01,84.77313651849236,85.33006937220371,83.38080438421397,84.15653228759766,7587200,0.0,0.0,0.0
2000-12-04,83.93772244146118,85.21071159697149,83.699036974803,84.87257385253906,6996600,0.0,0.0,0.0
2000-12-05,85.84721027925654,87.99537958188854,85.54885343166876,87.65724182128906,8883400,0.0,0.0,0.0
2000-12-06,87.69704813843407,88.05507645925326,85.94668745887357,86.25498962402344,12888000,0.0,0.0,0.0
2000-12-07,85.8472229745975,86.48371767691147,85.07149505615234,85.07149505615234,6529100,0.0,0.0,0.0
2000-12-08,87.23950968396005,88.771074263455,85.21068387735632,85.27035522460938,10276300,0.0,0.0,0.0
2000-12-11,87.4384515210247,88.83078355161427,87.02075191184784,88.23406982421875,6405600,0.0,0.0,0.0
2000-12-12,87.95560005020441,88.35340918656898,87.43844817293049,87.85614776611328,5022900,0.0,0.0,0.0
2000-12-13,88.63191817699666,88.73137050888288,86.58320014014059,86.65281677246094,6070500,0.0,0.0,0.0
2000-12-14,86.48371015529636,86.88151930964456,85.31017314996922,85.54885864257812,7678400,0.0,0.0,0.0
2000-12-15,84.9932590449121,84.9932590449121,83.35723856564384,83.61660766601562,9065300,0.411,0.0,0.0
2000-12-18,84.31487551357485,85.21269127271135,84.12533663109046,84.73385620117188,7235400,0.0,0.0,0.0
2000-12-19,84.57424638856132,86.17036332913337,83.008056640625,83.008056640625,9616600,0.0,0.0,0.0
2000-12-20,82.1202468947609,82.31976158595322,80.50417789610306,80.60393524169922,9994300,0.0,0.0,0.0
2000-12-21,80.44431433213497,82.26987354874963,80.14504232941124,81.16256713867188,14331500,0.0,0.0,0.0
2000-12-22,82.35965817981801,83.70638224162462,82.25990084190641,83.59664916992188,10182900,0.0,0.0,0.0
2000-12-26,83.53680574851728,84.49447631835938,83.17767928482651,84.49447631835938,4665300,0.0,0.0,0.0
2000-12-27,84.11534973516521,85.38226736044581,83.79612639651184,85.11292266845703,4854100,0.0,0.0,0.0
2000-12-28,84.7937371525204,85.47208704974055,84.6540768795633,85.37232971191406,8358700,0.0,0.0,0.0
2000-12-29,85.59180660892976,85.73146689943383,83.75627136230469,83.75627136230469,8774600,0.0,0.0,0.0
2001-01-02,84.2749940297489,84.374751361697,81.44188580242306,82.23994445800781,8737500,0.0,0.0,0.0
