Date,open,high,low,close,volume,dividends,stock splits,close_to_open_ratio,high_to_low_ratio,price_range,volume_change,volume_sma_20,volume_ratio,rsi_14,macd,macd_diff,roc_12,close_to_sma20,close_to_sma50,bb_low,bb_width,bb_position,adx,atr_14,atr_ratio,hist_vol_50,obv,close_to_vwap,returns_lag_1,returns_lag_3,returns_lag_6,returns_lag_12,returns_lag_24,cumulative_returns_24,cumulative_returns_168,day_of_month,month,day_sin,day_cos,month_sin,month_cos,realized_vol_100,vol_ratio,vol_regime,target_1day,target_1week,target_1month
2015-04-04,254.2910003662109,255.25799560546875,251.1000061035156,253.69700622558597,12493500,0.0,0.0,0.9976641165445512,1.0165590975742111,4.157989501953153,-0.460244701165614,25837370.0,0.48354379722084717,47.50832443707252,-4.193132999897642,-0.2865951351043461,-4.889774494378823,-0.011449877678695628,-0.02264227988881501,231.2491592545736,0.1978393196761931,0.4421253687212641,20.73679780018637,9.945751921167657,0.03920326876984882,0.03502735357071051,-6831236,0.010745764085631892,0.005191934481623315,0.012403125199170974,-0.04071110245965539,-0.004563319168047861,0.015707453323950217,-0.15549836721117796,-0.43369665467241586,4,4,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.05088281866090882,0.6860748247560668,2.0,1,0,0
2015-04-05,253.7610015869141,260.67498779296875,251.94200134277344,260.5979919433594,19649200,0.0,0.0,1.0269426362352356,1.0346626858707606,8.732986450195312,0.5727538319926362,25744025.0,0.7632528324533557,52.432291758800794,-3.252121937555785,0.5235327417900093,6.108833912777347,0.02140935562299166,0.003690075432044123,234.93707998835953,0.15833629650520065,0.6352144523747179,19.322019514987396,9.859125816098203,0.03783270063815791,0.032900680329481236,12817964,0.03999768789872537,-0.0024605390743548295,0.0229203125311117,0.01963596613450928,-0.082590521853266,-0.006855895378802532,-0.12180417876876608,-0.4020029736216862,5,4,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.05087855892050691,0.6956912356234176,2.0,0,0,0
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200,0.0,0.0,0.9799440638085537,1.0283728067906721,7.2230072021484375,0.01959367302485604,25670875.0,0.7804252874122911,48.785829476186386,-2.885116585626889,0.7124304749751245,3.775431030395407,0.00732135965875142,-0.017539627097633785,238.98776606384388,0.11549890162909725,0.5633889981245239,18.137022553642943,9.670831629387505,0.03785179756331548,0.030278789855811162,-7216236,0.023075314529830047,0.026838293063609357,0.005191934481623315,-0.013429797994592731,0.0024482110178941307,-0.0311121803793417,-0.11047984233843727,-0.40443909551798357,6,4,0.0,1.0,1.0,6.123233995736766e-17,0.05078570678531115,0.6977850865009974,2.0,0,0,0
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400,0.0,0.0,0.9917970126907117,1.0142740660121328,3.5999908447265625,-0.07820626728294611,23743845.0,0.7777763037115514,47.18561759069108,-2.7491319417580655,0.6787320950751585,1.8701797106581481,-0.0011800079801318607,-0.027875859817065914,238.88225959292836,0.11517194468170248,0.48975437999772464,16.937700988064858,9.237200144768865,0.03648471605968444,0.030306117769810445,-25683636,0.014178723965820981,-0.019787843949012902,-0.0024605390743548295,0.012403125199170974,0.009439546802021883,-0.01217173654759659,-0.1073985517102835,-0.42296652939539925,7,4,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.050786196997808855,0.5132016334048309,1.0,0,0,0
2015-04-08,253.06399536132807,253.8470001220703,244.21499633789065,245.02200317382807,30086400,0.0,0.0,0.9682215078600275,1.0394406728850223,9.632003784179659,0.6291627408297866,22611565.0,1.3305757474106723,41.95615271540157,-3.262041916754441,0.13265769606302635,-0.8124567268008784,-0.030321677042996688,-0.059301737039205986,238.06377959537278,0.11571790643572391,0.23796901467588275,16.711798748403325,9.265400404726778,0.03781456475218491,0.03014541640762971,-55770036,-0.02039946965920917,-0.009090445919442811,0.026838293063609357,0.0229203125311117,-0.006065833740133985,0.01586579121122526,-0.15601699681637188,-0.4470993939658689,8,4,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.05086337278283231,0.5234608347384163,1.0,0,0,0
2015-04-09,244.75100708007807,246.1179962158203,239.3999938964844,243.67599487304688,21643500,0.0,0.0,0.9956077312209813,1.0280618316232737,6.718002319335909,-0.28062180918953417,22770905.0,0.9504892317630766,41.14589458945127,-3.7340940759534647,-0.2715155705087975,-3.6084182341554625,-0.03218742610713987,-0.0649970712096142,237.27941810788073,0.1151856629092273,0.22056048214520158,16.96752837097257,9.08344339862743,0.03727672643076651,0.029836049736965305,-77413536,-0.024054912937155212,-0.03275265389486312,-0.019787843949012902,0.005191934481623315,0.02308500045707821,0.01455860602341602,-0.17608416522307724,-0.38585763821271396,9,4,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.050862902104647625,0.5227331233444288,1.0,0,0,0
2015-04-10,243.69400024414065,243.69400024414065,232.77099609375,236.07200622558597,28882000,0.0,0.0,0.9687230953124872,1.0469259672970224,10.923004150390653,0.33444221128745344,23358500.0,1.2364663826872444,36.819875260804096,-4.667967721551236,-0.9643113728852546,-2.736149807005818,-0.05790705338828514,-0.09388132183615597,235.08129311469452,0.12372138768470724,0.03195599829630086,17.77870249421185,9.214840595181945,0.03903402501004891,0.030088689748032527,-106295536,-0.050153267091203504,-0.005508562383289327,-0.009090445919442811,-0.0024605390743548295,-0.04071110245965539,-0.017664059044773035,-0.19012268956589354,-0.417359343295647,10,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.05083990905292897,0.5373792786759296,1.0,1,0,1
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,0.0,0.0,1.0022710132732764,1.0228974034027605,5.36199951171875,-0.4333771899452946,23254855.0,0.7037326184145203,37.26823852691784,-5.308148636884852,-1.2835938305750965,-4.433473243272166,-0.05003812658248438,-0.09153493942470245,234.54149802243458,0.11622409435627182,0.06946856106189042,18.531935608648325,8.93963766064886,0.03779142677651205,0.030015216877331632,-89930336,-0.04525231982374368,-0.031702583387589335,-0.03275265389486312,0.026838293063609357,0.01963596613450928,-0.10791478367740183,-0.08017671033235615,-0.38393737854929666,11,4,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.05081758159437351,0.5141763449354365,1.0,0,0,1
2015-04-12,236.53500366210935,237.72799682617188,233.4949951171875,236.1529998779297,12387900,0.0,0.0,0.9983850010431211,1.0181288755540987,4.233001708984375,-0.24303399897343148,22733655.0,0.544914577088462,37.032971764935354,-5.781052384106147,-1.4051980622371136,-3.3047526769608178,-0.04577996454239159,-0.09248308453491941,234.43444142015974,0.10544823804852192,0.06585367959087157,19.292015581185325,8.60344937838711,0.036431675154812077,0.030010823018662227,-102318236,-0.04556168115859941,0.0020311955561355304,-0.005508562383289327,-0.019787843949012902,-0.013429797994592731,0.017899766313779417,-0.09976464228182597,-0.4068037675371655,12,4,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.05081487393860271,0.5145496232350618,1.0,0,0,1
2015-04-13,235.9499969482422,236.93499755859372,221.9960021972656,224.5870056152344,31181800,0.0,0.0,0.9518415279509397,1.0672939837360373,14.938995361328125,1.5171175098281386,22289060.0,1.3989733079815838,30.936420002427113,-7.0083234960859215,-2.1059753393735106,-9.174106759933712,-0.08864642129982031,-0.13617405895743584,230.001425002434,0.13335040281697788,-0.16476305603280858,20.895529066068672,9.05598837716861,0.04032285105881618,0.030425599250910578,-133500036,-0.0855168612072447,-0.0016881656356903948,-0.031702583387589335,-0.009090445919442811,0.012403125199170974,0.0031414604385734918,-0.15312281729996158,-0.45217374875148836,13,4,0.0,1.0,1.0,6.123233995736766e-17,0.04979548543178469,0.4378459179395408,0.0,0,1,1
