Date,open,high,low,close,volume,dividends,stock splits,close_to_open_ratio,high_to_low_ratio,typical_price,price_range,price_range_pct,volume_change,volume_sma_20,volume_ratio,rsi_14,rsi_21,macd,macd_signal,macd_diff,roc_12,roc_24,sma_20,sma_50,sma_200,ema_12,ema_26,close_to_sma20,close_to_sma50,bb_high,bb_mid,bb_low,bb_width,bb_position,adx,atr_14,atr_ratio,hist_vol_20,hist_vol_50,obv,vwap,close_to_vwap,returns,returns_lag_1,returns_lag_3,returns_lag_6,returns_lag_12,returns_lag_24,cumulative_returns_24,cumulative_returns_168,day_of_week,day_of_month,month,day_sin,day_cos,month_sin,month_cos,realized_vol_20,realized_vol_100,vol_ratio,vol_regime,target_1day,target_1week,target_1month
2015-04-04,254.2910003662109,255.25799560546875,251.1000061035156,253.69700622558597,12493500,0.0,0.0,0.9976641165445512,1.0165590975742111,253.35166931152344,4.157989501953153,0.016389588366903678,-0.460244701165614,25837370.0,0.48354379722084717,47.50832443707252,48.10865795651738,-4.193132999897642,-3.9065378647932962,-0.2865951351043461,-4.889774494378823,-14.401152542379853,256.6354507446289,259.5743615722657,310.84317024230955,252.69536962605022,256.88850262594786,-0.011449877678695628,-0.02264227988881501,282.02174223468415,256.6354507446289,231.2491592545736,0.1978393196761931,0.4421253687212641,20.73679780018637,9.945751921167657,0.03920326876984882,0.034909420895877744,0.03502735357071051,-6831236,250.99982135971868,0.010745764085631892,-0.0024605390743548295,0.005191934481623315,0.012403125199170974,-0.04071110245965539,-0.004563319168047861,0.015707453323950217,-0.15549836721117796,-0.43369665467241586,5,4,4,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.034909420895877744,0.05088281866090882,0.6860748247560668,2.0,1,0,0
2015-04-05,253.7610015869141,260.67498779296875,251.94200134277344,260.5979919433594,19649200,0.0,0.0,1.0269426362352356,1.0346626858707606,257.7383270263672,8.732986450195312,0.03351133439314227,0.5727538319926362,25744025.0,0.7632528324533557,52.432291758800794,51.081535578887454,-3.252121937555785,-3.775654679345794,0.5235327417900093,6.108833912777347,-11.467828368199031,255.13570098876954,259.63990112304685,309.8594901275635,253.911157674867,257.1632796124228,0.02140935562299166,0.003690075432044123,275.33432198917956,255.13570098876954,234.93707998835953,0.15833629650520065,0.6352144523747179,19.322019514987396,9.859125816098203,0.03783270063815791,0.03539576752214631,0.032900680329481236,12817964,250.57554932635227,0.03999768789872537,0.026838293063609357,-0.0024605390743548295,0.0229203125311117,0.01963596613450928,-0.082590521853266,-0.006855895378802532,-0.12180417876876608,-0.4020029736216862,6,5,4,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.03539576752214631,0.05087855892050691,0.6956912356234176,2.0,0,0,0
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200,0.0,0.0,0.9799440638085537,1.0283728067906721,257.288335164388,7.2230072021484375,0.02827097160737232,0.01959367302485604,25670875.0,0.7804252874122911,48.785829476186386,48.90486783913963,-2.885116585626889,-3.5975470606020137,0.7124304749751245,3.775431030395407,-10.459562073398892,253.63505096435546,260.05324127197264,309.0147501373291,254.15436486250766,257.03948144813455,0.00732135965875142,-0.017539627097633785,268.28233586486704,253.63505096435546,238.98776606384388,0.11549890162909725,0.5633889981245239,18.137022553642943,9.670831629387505,0.03785179756331548,0.03543750880220263,0.030278789855811162,-7216236,249.72941949239242,0.023075314529830047,-0.019787843949012902,0.026838293063609357,0.005191934481623315,-0.013429797994592731,0.0024482110178941307,-0.0311121803793417,-0.11047984233843727,-0.40443909551798357,0,6,4,0.0,1.0,1.0,6.123233995736766e-17,0.03543750880220263,0.05078570678531115,0.6977850865009974,2.0,0,0,0
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400,0.0,0.0,0.9917970126907117,1.0142740660121328,253.72999572753906,3.5999908447265625,0.014219096883127967,-0.07820626728294611,23743845.0,0.7777763037115514,47.18561759069108,47.93375602818965,-2.7491319417580655,-3.427864036833224,0.6787320950751585,1.8701797106581481,-10.183236460041174,253.4791000366211,260.4399810791016,308.3066701507568,254.00446144916512,256.7535933909232,-0.0011800079801318607,-0.027875859817065914,268.0759404803138,253.4791000366211,238.88225959292836,0.11517194468170248,0.48975437999772464,16.937700988064858,9.237200144768865,0.03648471605968444,0.026063559253695023,0.030306117769810445,-25683636,249.64041020871753,0.014178723965820981,-0.009090445919442811,-0.019787843949012902,-0.0024605390743548295,0.012403125199170974,0.009439546802021883,-0.01217173654759659,-0.1073985517102835,-0.42296652939539925,1,7,4,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.026063559253695023,0.050786196997808855,0.5132016334048309,1.0,0,0,0
2015-04-08,253.06399536132807,253.8470001220703,244.21499633789065,245.02200317382807,30086400,0.0,0.0,0.9682215078600275,1.0394406728850223,247.69466654459634,9.632003784179659,0.03931077070391243,0.6291627408297866,22611565.0,1.3305757474106723,41.95615271540157,44.648942406530146,-3.262041916754441,-3.3946996128174676,0.13265769606302635,-0.8124567268008784,-14.44553512878541,252.68379974365234,260.4682211303711,307.4872602081299,252.62254479142095,255.8845867081754,-0.030321677042996688,-0.059301737039205986,267.30381989193194,252.68379974365234,238.06377959537278,0.11571790643572391,0.23796901467588275,16.711798748403325,9.265400404726778,0.03781456475218491,0.026624983574512647,0.03014541640762971,-55770036,250.12440845513626,-0.02039946965920917,-0.03275265389486312,-0.009090445919442811,0.026838293063609357,0.0229203125311117,-0.006065833740133985,0.01586579121122526,-0.15601699681637188,-0.4470993939658689,2,8,4,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.026624983574512647,0.05086337278283231,0.5234608347384163,1.0,0,0,0
2015-04-09,244.75100708007807,246.1179962158203,239.3999938964844,243.67599487304688,21643500,0.0,0.0,0.9956077312209813,1.0280618316232737,243.06466166178384,6.718002319335909,0.02756940552488944,-0.28062180918953417,22770905.0,0.9504892317630766,41.14589458945127,44.125090205180584,-3.7340940759534647,-3.462578505444667,-0.2715155705087975,-3.6084182341554625,-16.14525961623587,251.7801498413086,260.61522094726564,306.7115351104736,251.24615249628647,254.98024657223993,-0.03218742610713987,-0.0649970712096142,266.28088157473644,251.7801498413086,237.27941810788073,0.1151856629092273,0.22056048214520158,16.96752837097257,9.08344339862743,0.03727672643076651,0.026587723679524375,0.029836049736965305,-77413536,249.68207546021046,-0.024054912937155212,-0.005508562383289327,-0.03275265389486312,-0.019787843949012902,0.005191934481623315,0.02308500045707821,0.01455860602341602,-0.17608416522307724,-0.38585763821271396,3,9,4,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.026587723679524375,0.050862902104647625,0.5227331233444288,1.0,0,0,0
2015-04-10,243.69400024414065,243.69400024414065,232.77099609375,236.07200622558597,28882000,0.0,0.0,0.9687230953124872,1.0469259672970224,237.51233418782553,10.923004150390653,0.04626979846120694,0.33444221128745344,23358500.0,1.2364663826872444,36.819875260804096,41.25400096192133,-4.667967721551236,-3.703656348665981,-0.9643113728852546,-2.736149807005818,-17.314231909005116,250.58250045776367,260.5310009765625,305.88113510131836,248.91166845464025,253.57963617619149,-0.05790705338828514,-0.09388132183615597,266.0837078008328,250.58250045776367,235.08129311469452,0.12372138768470724,0.03195599829630086,17.77870249421185,9.214840595181945,0.03903402501004891,0.027320313654812835,0.030088689748032527,-106295536,248.53694606354287,-0.050153267091203504,-0.031702583387589335,-0.005508562383289327,-0.009090445919442811,-0.0024605390743548295,-0.04071110245965539,-0.017664059044773035,-0.19012268956589354,-0.417359343295647,4,10,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.027320313654812835,0.05083990905292897,0.5373792786759296,1.0,1,0,1
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,0.0,0.0,1.0022710132732764,1.0228974034027605,236.75466918945312,5.36199951171875,0.022667318253266275,-0.4333771899452946,23254855.0,0.7037326184145203,37.26823852691784,41.5062651773941,-5.308148636884852,-4.024554806309755,-1.2835938305750965,-4.433473243272166,-7.704676339772094,249.01210098266603,260.38646087646487,304.8849401855469,247.010181300561,252.31832993744584,-0.05003812658248438,-0.09153493942470245,263.48270394289744,249.01210098266603,234.54149802243458,0.11622409435627182,0.06946856106189042,18.531935608648325,8.93963766064886,0.03779142677651205,0.026129198362653285,0.030015216877331632,-89930336,247.76389287424615,-0.04525231982374368,0.0020311955561355304,-0.031702583387589335,-0.03275265389486312,0.026838293063609357,0.01963596613450928,-0.10791478367740183,-0.08017671033235615,-0.38393737854929666,5,11,4,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.026129198362653285,0.05081758159437351,0.5141763449354365,1.0,0,0,1
2015-04-12,236.53500366210935,237.72799682617188,233.4949951171875,236.1529998779297,12387900,0.0,0.0,0.9983850010431211,1.0181288755540987,235.79199727376303,4.233001708984375,0.01792482717209802,-0.24303399897343148,22733655.0,0.544914577088462,37.032971764935354,41.35127885184893,-5.781052384106147,-4.375854321869033,-1.4051980622371136,-3.3047526769608178,-9.494959643110148,247.48275146484374,260.2188409423828,303.9496802520752,245.33984569707923,251.12089808118537,-0.04577996454239159,-0.09248308453491941,260.5310615095278,247.48275146484374,234.43444142015974,0.10544823804852192,0.06585367959087157,19.292015581185325,8.60344937838711,0.036431675154812077,0.02614677423984519,0.030010823018662227,-102318236,247.42615129346177,-0.04556168115859941,-0.0016881656356903948,0.0020311955561355304,-0.005508562383289327,-0.019787843949012902,-0.013429797994592731,0.017899766313779417,-0.09976464228182597,-0.4068037675371655,6,12,4,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.02614677423984519,0.05081487393860271,0.5145496232350618,1.0,0,0,1
2015-04-13,235.9499969482422,236.93499755859372,221.9960021972656,224.5870056152344,31181800,0.0,0.0,0.9518415279509397,1.0672939837360373,227.8393351236979,14.938995361328125,0.06651763008462662,1.5171175098281386,22289060.0,1.3989733079815838,30.936420002427113,37.13124134159825,-7.0083234960859215,-4.902348156712411,-2.1059753393735106,-9.174106759933712,-14.197566489226807,246.4323516845703,259.99104095458983,303.0147452545166,242.1471010691031,249.155424565189,-0.08864642129982031,-0.13617405895743584,262.8632783667066,246.4323516845703,230.001425002434,0.13335040281697788,-0.16476305603280858,20.895529066068672,9.05598837716861,0.04032285105881618,0.0218027500281248,0.030425599250910578,-133500036,245.5890066072956,-0.0855168612072447,-0.05021671457956213,-0.0016881656356903948,-0.031702583387589335,-0.009090445919442811,0.012403125199170974,0.0031414604385734918,-0.15312281729996158,-0.45217374875148836,0,13,4,0.0,1.0,1.0,6.123233995736766e-17,0.0218027500281248,0.04979548543178469,0.4378459179395408,0.0,0,1,1
